2026/02/28 02:56:54 ===== 服务启动 OS=darwin 端口=8888 认证=无密码（免认证） =====
2026/02/28 02:57:03 [192.168.150.100] 已连接
2026/02/28 02:57:54 [192.168.150.100] 按键(ASCII): [
2026/02/28 02:57:54 [192.168.150.100] 按键(ASCII): =
2026/02/28 02:57:55 [192.168.150.100] 按键(ASCII): ]
2026/02/28 02:57:55 [192.168.150.100] 按键(ASCII): f
2026/02/28 02:57:55 [192.168.150.100] 按键(ASCII): f
2026/02/28 02:57:55 [192.168.150.100] 按键(ASCII): f
2026/02/28 02:57:56 [192.168.150.100] 按键(ASCII): f
2026/02/28 02:57:56 [192.168.150.100] 按键(ASCII): ]
2026/02/28 02:57:56 [192.168.150.100] 按键(ASCII): ]
2026/02/28 02:57:58 [192.168.150.100] 按键(ASCII): f
2026/02/28 02:57:58 [192.168.150.100] 按键(ASCII): f
2026/02/28 02:57:58 [192.168.150.100] 按键(ASCII): f
2026/02/28 02:57:59 [192.168.150.100] 按键(ASCII): =
2026/02/28 02:57:59 [192.168.150.100] 按键(ASCII): [
2026/02/28 02:57:59 [192.168.150.100] 按键(ASCII): [
2026/02/28 02:57:59 [192.168.150.100] 按键: f4
2026/02/28 02:58:00 [192.168.150.100] 按键: f4
